query,expected_intent,actual_intent,routing_score,precision@3,recall@3,f1@3,gen_score,latency
Does Talon remember his birth parents?,Vector,Vector,1,0.0,0.0,0.0,0,4.62
"How did Talon's upbringing in Noxus shape his view on respect and authority, especially concerning General Du Couteau?",Hybrid,Vector,0,0.0,0.0,0.0,1,14.15
"Considering Talon's skills as an assassin and his association with Noxus, what is his likely role in the Black Rose faction's schemes?",Hybrid,Vector,0,0.33,0.33,0.33,0,17.97
Who is Talon's uncle?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,5.13
Tell me about the traitor in Talon's family.,Adversarial/Trap,Vector,0,1.0,1.5,1.2,10,11.4
What are Taric's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,5,6.31
What regions is Taric primarily associated with?,Graph,Vector,0,0.0,0.0,0.0,10,4.81
List the characters related to Taric.,Graph,Vector,0,0.0,0.0,0.0,10,5.26
What was Taric's occupation before becoming an Aspect?,Graph,Vector,0,0.0,0.0,0.0,0,9.85
How did Taric's upbringing in Demacia influence his view on life and art?,Vector,Vector,1,0.0,0.0,0.0,10,9.84
Describe Taric's early life and training in Demacia.,Vector,Vector,1,0.0,0.0,0.0,10,11.07
What values did Taric hold regarding Demacia?,Vector,Vector,1,0.0,0.0,0.0,10,7.19
What is Taric's role as the Aspect of the Protector?,Vector,Vector,1,0.0,0.0,0.0,9,8.56
How did Taric's dedication to Demacia during his early life shape his later role as a Targon Aspect?,Hybrid,Vector,0,0.0,0.0,0.0,10,10.98
What is the connection between Taric's service in the Dauntless Vanguard and his current position on Mount Targon?,Hybrid,Vector,0,0.0,0.0,0.0,0,11.06
Tell me about the betrayal Taric committed against the Aspects.,Adversarial,Vector,0,0.0,0.0,0.0,0,26.86
"What is Taric's relationship with his older brother, and how did it affect his journey?",Adversarial,Vector,0,0.0,0.0,0.0,0,13.1
What weapons does Teemo wield?,Graph,Vector,0,0.0,0.0,0.0,10,5.74
What region is Teemo from?,Graph,Vector,0,0.0,0.0,0.0,10,5.31
Who are some characters related to Teemo?,Graph,Vector,0,0.0,0.0,0.0,10,1.73
What is Teemo's role in the Bandle Scouts?,Graph,Vector,0,0.0,0.0,0.0,8,5.84
Describe Teemo's early career and rise in the Bandle Scouts.,Vector,Vector,1,0.0,0.0,0.0,10,8.37
How did Teemo's leadership affect the Bandle Scouts?,Vector,Vector,1,0.0,0.0,0.0,6,3.05
What does Teemo wear and carry?,Vector,Vector,1,0.0,0.0,0.0,10,8.17
What is Teemo's species and general description?,Vector,Vector,1,0.0,0.0,0.0,5,7.55
How did Teemo's adventures across Runeterra contribute to his leadership in Bandle City?,Hybrid,Vector,0,0.0,0.0,0.0,9,8.77
"What makes Teemo a good leader for the Bandle Scouts, considering his role with other yordles?",Hybrid,Vector,0,0.0,0.0,0.0,10,6.7
What weapons does the Poro King wield?,Graph,Vector,0,0.0,0.0,0.0,10,4.6
What region is the Poro King associated with?,Graph,Vector,0,0.0,0.0,0.0,10,3.73
Who is Ingvar the Younger in relation to the Poro King?,Graph,Vector,0,0.0,0.0,0.0,10,6.98
Who is Bjerg the Wanderer in relation to Ingvar?,Graph,Vector,0,0.0,0.0,0.0,10,2.34
What is the Poro King's role or purpose in Runeterra?,Vector,Vector,1,0.0,0.0,0.0,10,6.28
What is known about the Poro King's origins or history?,Vector,Vector,1,0.0,0.0,0.0,0,9.06
What do people believe about the Poro King's existence?,Vector,Vector,1,0.0,0.0,0.0,3,4.0
Describe the Poro King's appearance.,Vector,Vector,1,0.0,0.0,0.0,10,7.54
"Given the Poro King is from Runeterra, what does his existence signify for the Freljordian people based on Ingvar's role?",Hybrid,Vector,0,0.0,0.0,0.0,0,9.06
How does Ingvar's belief in the Poro King reflect the mythical nature of the character?,Hybrid,Vector,0,0.0,0.0,0.0,8,6.11
Is the Poro King a traitor to the Freljord?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.37
What is the Poro King's relationship to Ingvar's mother?,Adversarial,Vector,0,0.0,0.0,0.0,10,6.08
What weapons does Thresh wield?,Graph,Vector,0,0.0,0.0,0.0,10,7.99
What are the regions associated with Thresh?,Graph,Vector,0,0.0,0.0,0.0,10,6.81
Which characters are related to Thresh?,Graph,Vector,0,0.0,0.0,0.0,0,8.2
What were Thresh's occupations?,Graph,Vector,0,0.0,0.0,0.0,10,8.0
Describe Thresh's early life and feelings as a monk of Helia.,Vector,Vector,1,0.0,0.0,0.0,10,19.36
What did Thresh become interested in during his time as a warden?,Vector,Vector,1,0.0,0.0,0.0,10,9.06
What caused Thresh to grow bitter and cruel?,Vector,Vector,1,0.0,0.0,0.0,10,12.16
What is Thresh's current status?,Vector,Vector,1,0.0,0.0,0.0,10,6.08
How did Thresh's role as a warden in the Blessed Isles contribute to his bitterness?,Hybrid,Vector,0,0.0,0.0,0.0,10,9.97
What led Thresh to take interest in the tome while serving as a warden?,Hybrid,Vector,0,0.0,0.0,0.0,0,3.63
Did Thresh's brother ever help him with his duties?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,5.08
What is the name of Trundle's weapon?,Graph,Vector,0,1.0,3.0,1.5,0,7.41
From which region does Trundle originate?,Graph,Vector,0,0.33,1.0,0.5,10,7.73
How many siblings did Trundle have in his early life?,Graph,Vector,0,0.0,0.0,0.0,10,7.67
List characters related to Trundle.,Graph,Vector,0,0.0,0.0,0.0,10,5.3
What motivated Trundle's departure from his original tribe?,Vector,Vector,1,0.0,0.0,0.0,2,8.09
Describe Trundle's childhood and early tribal life.,Vector,Vector,1,0.0,0.0,0.0,0,11.53
Is Trundle currently alive or deceased?,Vector,Vector,1,0.33,1.0,0.5,10,5.68
What are Trundle's primary roles or occupations?,Vector,Vector,1,0.33,1.0,0.5,10,5.62
How do Trundle's Freljordian origins influence his leadership among the Frost Trolls and Frostguard?,Hybrid,Vector,0,0.0,0.0,0.0,10,20.7
"What is the purpose of Trundle's weapon, Boneshiver, in his raiding activities?",Hybrid,Vector,0,0.0,0.0,0.0,10,9.74
Who was the traitor that caused Trundle's exile from his warband?,Adversarial,Vector,0,0.0,0.0,0.0,4,6.47
What kind of relationship did Trundle have with his numerous brothers?,Adversarial,Vector,0,0.0,0.0,0.0,0,9.79
What is Tryndamere's primary region of origin?,Graph,Vector,0,0.67,2.0,1.0,0,8.36
Who is Tryndamere's spouse?,Graph,Vector,0,0.0,0.0,0.0,10,6.62
List the weapons wielded by Tryndamere.,Graph,Vector,0,0.67,2.0,1.0,0,6.91
Name some characters who are related to Tryndamere.,Graph,Vector,0,0.67,2.0,1.0,0,2.98
Describe Tryndamere's early life and his tribe's traditions.,Vector,Vector,1,0.0,0.0,0.0,10,24.87
What event caused Tryndamere to feel an intense rage and determination for vengeance?,Vector,Vector,1,0.0,0.0,0.0,10,8.86
Explain the impact of Aatrox's arrival on Tryndamere and his tribe.,Vector,Vector,1,0.0,0.0,0.0,10,10.9
What is Tryndamere's current status and his main occupations?,Vector,Vector,1,0.0,0.0,0.0,10,9.37
How did the catastrophic encounter with Aatrox in the Freljord shape Tryndamere's resolve and his path toward becoming a leader?,Hybrid,Vector,0,0.0,0.0,0.0,10,12.52
"Considering his marriage to Ashe and his leadership role in the Freljord, how does Tryndamere's vow of vengeance against Aatrox influence his decisions as a tribal leader?",Hybrid,Vector,0,0.33,0.25,0.29,10,30.27
Who is the betrayer that Tryndamere vowed to get revenge upon?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.25
Tell me about Tryndamere's older brother.,Adversarial,Vector,0,0.0,0.0,0.0,0,8.44
What are the names of Twisted Fate's weapons?,Graph,Vector,0,0.0,0.0,0.0,10,7.66
In which region is Twisted Fate primarily associated with?,Graph,Vector,0,0.0,0.0,0.0,10,5.58
Who is Twisted Fate's romantic partner?,Graph,Vector,0,0.0,0.0,0.0,0,2.69
List characters that are related to Twisted Fate.,Graph,Vector,0,0.0,0.0,0.0,0,2.56
Describe Twisted Fate's early life and upbringing as Tobias Felix.,Vector,Vector,1,0.0,0.0,0.0,10,19.55
What led Tobias Felix to become the cardsharp known as Twisted Fate?,Vector,Vector,1,0.0,0.0,0.0,5,12.35
How did Tobias Felix learn the skills of card sharping and reading people?,Vector,Vector,1,0.0,0.0,0.0,10,7.93
What types of gambling games did Tobias Felix play in his youth?,Vector,Vector,1,0.0,0.0,0.0,0,3.92
How did Twisted Fate's life as a thief and cardsharp in Bilgewater influence his current lifestyle?,Hybrid,Vector,0,0.0,0.0,0.0,6,12.63
Describe the nature of Twisted Fate's relationship with Graves and its potential impact on their shared ventures.,Hybrid,Vector,0,0.0,0.0,0.0,0,28.13
Does Twisted Fate have an older brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,8.58
Was Twisted Fate ever accused of being a traitor by his former crew?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.92
What weapons does Twitch use?,Graph,Vector,0,0.0,0.0,0.0,0,4.63
Where does Twitch originate from and currently reside?,Graph,Vector,0,0.33,0.5,0.4,10,6.11
Who are the characters related to Twitch?,Graph,Vector,0,0.33,1.0,0.5,10,3.94
What species is Twitch?,Graph,Vector,0,0.33,1.0,0.5,9,6.11
Can you describe Twitch's early life in Zaun?,Vector,Vector,1,0.0,0.0,0.0,10,6.15
What does Twitch consider to be treasures?,Vector,Vector,1,0.0,0.0,0.0,0,5.5
What occurred during the H.I.V.E. incident involving Twitch?,Vector,Vector,1,0.0,0.0,0.0,0,5.73
How is Twitch perceived by the people of Zaun?,Vector,Vector,1,0.0,0.0,0.0,0,7.73
"What kind of environment does Twitch thrive in within Zaun, and what does this suggest about his origins as a 'Plague Rat'?",Hybrid,Vector,0,1.0,0.75,0.86,10,7.19
"Considering Twitch's primary weapons and his Zaunite origin, what kind of threats does he typically face or pose?",Hybrid,Vector,0,0.67,0.5,0.57,7,13.0
Is Twitch a traitor to Zaun?,Adversarial,Vector,0,0.0,0.0,0.0,0,8.77
Who is Twitch's older brother?,Adversarial,Vector,0,0.0,0.0,0.0,10,5.91
Who did Tybaulk serve before being trapped?,Graph,Vector,0,0.0,0.0,0.0,10,4.07
What was Tybaulk's companion beast when serving Mordekaiser?,Graph,Vector,0,0.0,0.0,0.0,10,3.65
What is Tybaulk's current role in relation to Annie?,Graph,Vector,0,0.0,0.0,0.0,10,7.87
Who betrayed Mordekaiser and trapped Tybaulk?,Graph,Vector,0,0.0,0.0,0.0,10,4.52
How did Tybaulk influence Amoline Kiosar?,Vector,Vector,1,0.0,0.0,0.0,0,5.91
Where did Tybaulk originate from in ancient times?,Vector,Vector,1,0.0,0.0,0.0,10,6.64
Why did Amoline feel pity for Tybaulk?,Vector,Vector,1,0.0,0.0,0.0,10,6.93
Describe the process of Tybaulk being transferred into a teddy bear.,Vector,Vector,1,0.0,0.0,0.0,10,7.17
How did Mordekaiser's betrayal by LeBlanc lead to Tybaulk becoming Annie's guardian?,Hybrid,Vector,0,0.0,0.0,0.0,10,8.05
Explain how Tybaulk's past service to Mordekaiser and betrayal by LeBlanc resulted in him residing in Annie's teddy bear.,Hybrid,Vector,0,0.0,0.0,0.0,10,16.56
What is Tybaulk's relationship with his sister?,Adversarial,Vector,0,0.0,0.0,0.0,0,8.24
How did Tybaulk's betrayal affect Mordekaiser?,Adversarial,Vector,0,0.0,0.0,0.0,10,7.94
What are the different spirit forms Udyr can manifest?,Graph,Vector,0,0.0,0.0,0.0,10,8.23
Where does Udyr currently reside?,Graph,Vector,0,0.0,0.0,0.0,10,2.54
Who is Sejuani to Udyr?,Graph,Vector,0,0.0,0.0,0.0,0,7.17
Who was Kalkia to Udyr?,Graph,Vector,0,0.0,0.0,0.0,0,6.6
How does Udyr's connection to spirits affect him?,Vector,Vector,1,0.0,0.0,0.0,10,7.75
Describe Udyr's birth circumstances.,Vector,Vector,1,0.0,0.0,0.0,10,11.14
What event led Udyr to unleash his powers with purpose for the first time?,Vector,Vector,1,0.0,0.0,0.0,10,8.64
Why did Udyr's parents seek help for his powers?,Vector,Vector,1,0.0,0.0,0.0,5,7.85
How did Udyr's upbringing in the Freljord influence his reaction to the Frostguard attack?,Hybrid,Vector,0,0.0,0.0,0.0,9,12.76
"Given Sejuani is his adopted daughter, how might Udyr's past experiences with his own tribe's destruction shape his protective instincts towards her?",Hybrid,Vector,0,0.0,0.0,0.0,0,15.17
Did an older brother betray Udyr or his tribe?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.64
Was Udyr's tribe betrayed by a female family member?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.96
What weapons does Urgot use?,Graph,Vector,0,0.0,0.0,0.0,10,7.56
In which regions has Urgot been active?,Graph,Vector,0,0.0,0.0,0.0,10,5.58
Who are some characters related to Urgot?,Graph,Vector,0,0.0,0.0,0.0,10,6.33
What was Urgot's former occupation in Noxus?,Graph,Vector,0,0.0,0.0,0.0,10,6.25
What was Urgot's epiphany in The Dredge?,Vector,Vector,1,0.0,0.0,0.0,0,6.29
Describe Urgot's early life in Noxus.,Vector,Vector,1,0.0,0.0,0.0,0,6.98
How did Urgot end up in Zaun during Swain's uprising?,Vector,Vector,1,0.0,0.0,0.0,10,5.35
What happened to Urgot after he was captured by Chem-Barons in Zaun?,Vector,Vector,1,0.0,0.0,0.0,0,5.0
How did Urgot's time in the Noxian military influence his experience in Zaun's chemtech prison?,Hybrid,Vector,0,0.0,0.0,0.0,10,11.16
What was the significance of Swain's uprising in Urgot's journey to Zaun?,Hybrid,Vector,0,0.33,0.5,0.4,0,4.27
Was Urgot a traitor during Swain's uprising?,Adversarial,Vector,0,0.33,0.5,0.4,10,6.51
What is Urgot's relationship with his younger brother?,Adversarial,Vector,0,0.0,0.0,0.0,0,7.47
List all weapons Varus wields.,Graph,Vector,0,0.0,0.0,0.0,10,7.83
What regions are associated with Varus's origin and current existence?,Graph,Vector,0,0.0,0.0,0.0,4,12.03
"Besides other Darkin, which characters are related to Varus?",Graph,Vector,0,0.0,0.0,0.0,4,6.88
What are the real names of Varus's human hosts?,Graph,Vector,0,0.0,0.0,0.0,10,9.07
What past event left Varus deeply traumatized and fueled his desire for vengeance?,Vector,Vector,1,0.0,0.0,0.0,4,7.3
Describe Varus's psychological state and his treatment of enemies during warfare.,Vector,Vector,1,0.0,0.0,0.0,10,11.59
What were Varus's occupations before his Darkin ascension or embodiment?,Vector,Vector,1,0.0,0.0,0.0,0,9.68
Explain the circumstances that led to Varus's current state as a possessed Darkin.,Vector,Vector,1,0.0,0.0,0.0,0,13.49
How did the traumatic events Varus experienced in Shurima shape his approach to warfare and his relationship with his Ionian hosts?,Hybrid,Vector,0,0.0,0.0,0.0,10,23.68
What is the lore behind the Darkin Bow and how does it connect to Varus's vengeance and his hosts' shared destiny?,Hybrid,Vector,0,0.0,0.0,0.0,5,43.83
Does Varus have any siblings?,Adversarial,Vector,0,0.0,0.0,0.0,1,10.8
Varus is known for his vengeance. Who is the closest female entity he has directly wronged?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.9
What weapons does Vayne use?,Graph,Vector,0,0.0,0.0,0.0,5,6.36
Which region is Vayne from?,Graph,Vector,0,0.33,1.0,0.5,10,6.74
Who are the related characters to Vayne?,Graph,Vector,0,0.0,0.0,0.0,5,6.87
What is Vayne's occupation?,Graph,Vector,0,0.0,0.0,0.0,10,6.75
What motivated Vayne to become a hunter of darkness?,Vector,Vector,1,0.0,0.0,0.0,0,7.64
Describe Vayne's early life in Demacia.,Vector,Vector,1,0.0,0.0,0.0,9,12.31
What happened to Vayne's parents?,Vector,Vector,1,0.0,0.0,0.0,10,4.99
What did Vayne learn in Freljord?,Vector,Vector,1,0.0,0.0,0.0,1,8.42
How did Vayne's experiences in Freljord shape her vigilante path in Demacia?,Hybrid,Vector,0,0.0,0.0,0.0,10,10.62
What is the significance of the 'Sentinels of Light' faction in relation to Vayne's family history?,Hybrid,Vector,0,0.0,0.0,0.0,10,11.79
Vayne's anh trai,Adversarial,Vector,0,0.0,0.0,0.0,0,4.77
Vayne's em gái,Adversarial,Vector,0,0.0,0.0,0.0,0,5.54
What are Veigar's primary weapons or sources of power?,Graph,Vector,0,0.0,0.0,0.0,10,11.55
In which regions of Runeterra has Veigar been known to reside or operate?,Graph,Vector,0,0.0,0.0,0.0,10,8.2
Who are the characters explicitly related to Veigar in his lore?,Graph,Vector,0,0.0,0.0,0.0,10,3.24
What is Veigar's occupation and species?,Graph,Vector,0,0.0,0.0,0.0,10,7.28
What motivated Veigar to seek knowledge beyond traditional Yordle magic?,Vector,Vector,1,0.0,0.0,0.0,10,7.81
Describe Veigar's experience when he was captured by Mordekaiser.,Vector,Vector,1,0.0,0.0,0.0,0,12.17
How did Veigar learn to harness celestial magic?,Vector,Vector,1,0.0,0.0,0.0,10,6.63
Is Veigar currently alive?,Vector,Vector,1,0.33,1.0,0.5,10,5.76
"Given Veigar's pursuit of celestial magic, where in Runeterra might he have sought such knowledge?",Hybrid,Vector,0,0.0,0.0,0.0,0,10.44
"Considering Veigar was enslaved by Mordekaiser, what was the nature of his capture and what kind of magic was Mordekaiser interested in?",Hybrid,Vector,0,0.0,0.0,0.0,10,8.97
Who is Veigar's sister?,Adversarial,Vector,0,0.0,0.0,0.0,10,3.19
Who betrayed Veigar?,Adversarial,Vector,0,0.0,0.0,0.0,10,3.88
What weapon does Vel'Koz utilize?,Graph,Vector,0,0.0,0.0,0.0,10,5.41
Who are Vel'Koz's creators?,Graph,Vector,0,0.0,0.0,0.0,10,9.42
List other Voidborn creatures that Vel'Koz is related to.,Graph,Vector,0,0.0,0.0,0.0,10,10.76
What is Vel'Koz's place of origin?,Graph,Vector,0,0.0,0.0,0.0,10,7.73
What is the primary objective of Vel'Koz as defined by its creators?,Vector,Vector,1,0.0,0.0,0.0,5,9.74
Describe Vel'Koz's method of understanding.,Vector,Vector,1,0.0,0.0,0.0,10,15.09
What actions does Vel'Koz perform when it returns to the Void?,Vector,Vector,1,0.0,0.0,0.0,10,13.09
What physical mark does Vel'Koz leave on its victims?,Vector,Vector,1,0.0,0.0,0.0,10,5.39
How does being a Voidborn from the Void shape Vel'Koz's approach to researching Runeterra's civilizations?,Hybrid,Vector,0,0.0,0.0,0.0,4,15.64
"Considering Vel'Koz's mission for the Watchers, what is the significance of its relationship with other Voidborn entities such as Kha'Zix?",Hybrid,Vector,0,0.0,0.0,0.0,5,13.3
Does Vel'Koz have a brother among the Voidborn or Watchers?,Adversarial,Vector,0,0.0,0.0,0.0,0,7.78
Vel'Koz works for the Watchers. Did any of his close companions betray him?,Adversarial,Vector,0,0.0,0.0,0.0,0,7.32
What are Vex's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,10,5.1
Where does Vex currently reside?,Graph,Vector,0,0.0,0.0,0.0,10,5.2
Who are some characters related to Vex?,Graph,Vector,0,0.0,0.0,0.0,10,3.9
What was Vex's place of origin?,Graph,Vector,0,0.0,0.0,0.0,10,5.35
Describe Vex's feelings about her upbringing in Bandle City.,Vector,Vector,1,0.0,0.0,0.0,10,10.1
What event led Vex to the Shadow Isles?,Vector,Vector,1,0.0,0.0,0.0,10,5.34
Why did Vex prefer spending time with her shadow?,Vector,Vector,1,0.0,0.0,0.0,8,4.5
What is Vex's general disposition or personality?,Vector,Vector,1,0.0,0.0,0.0,10,6.36
How did Vex's feelings about Bandle City influence her decision to move to the Shadow Isles?,Hybrid,Vector,0,0.0,0.0,0.0,10,9.54
What makes the Shadow Isles a more appealing place for Vex than Bandle City?,Hybrid,Vector,0,0.0,0.0,0.0,10,9.23
Is Vex's brother a Yordle?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.17
Who is the biggest traitor Vex has ever encountered?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.22
Who is Vi's younger sister?,Graph,Vector,0,0.0,0.0,0.0,8,5.61
What are the names of Vi's primary weapons?,Graph,Vector,0,0.0,0.0,0.0,0,3.96
In which regions does Vi operate?,Graph,Vector,0,0.0,0.0,0.0,0,3.13
List Vi's adoptive family members.,Graph,Vector,0,0.0,0.0,0.0,6,5.38
Describe Vi's childhood experiences in Zaun.,Vector,Vector,1,0.0,0.0,0.0,10,14.52
What psychological impact did growing up poor in Zaun have on Vi?,Vector,Vector,1,0.0,0.0,0.0,10,13.37
What events led to Vi becoming a Pit Fighter?,Vector,Vector,1,0.0,0.0,0.0,2,10.14
How did Vi's relationship with her sister Powder evolve over time?,Vector,Vector,1,0.0,0.0,0.0,10,13.78
How did Vi's experiences growing up in the poverty of Zaun shape her dedication to justice in Piltover?,Hybrid,Vector,0,0.0,0.0,0.0,10,22.54
"Explain the complex relationship between Vi and Jinx, considering their shared history as sisters in Zaun.",Hybrid,Vector,0,0.0,0.0,0.0,8,37.25
Who is Vi's brother?,Adversarial,Vector,0,0.0,0.0,0.0,6,6.16
Describe the traitor that Vi had to deal with.,Adversarial,Vector,0,0.0,0.0,0.0,0,3.85
What is the name of Viego's primary weapon?,Graph,Vector,0,0.0,0.0,0.0,10,5.85
In which regions is Viego primarily associated with?,Graph,Vector,0,0.33,1.0,0.5,0,6.52
Who was Viego's spouse?,Graph,Vector,0,0.0,0.0,0.0,10,4.85
Who is Viego's niece?,Graph,Vector,0,0.33,1.0,0.5,10,3.83
Describe Viego's emotional state during his early life.,Vector,Vector,1,0.0,0.0,0.0,10,10.06
How did Viego meet Isolde?,Vector,Vector,1,0.0,0.0,0.0,0,6.84
What led to Viego becoming the Ruined King?,Vector,Vector,1,0.0,0.0,0.0,0,11.2
What is Viego's current status in the lore?,Vector,Vector,1,0.0,0.0,0.0,10,6.35
How did Viego's reign in Camavor contribute to the Ruination of the Shadow Isles?,Hybrid,Vector,0,0.0,0.0,0.0,10,6.72
Explain the significance of Isolde in Viego's story and his transformation into the Ruined King.,Hybrid,Vector,0,0.0,0.0,0.0,3,18.28
Who was Viego's older brother that he spent his childhood in the shadow of?,Adversarial,Vector,0,0.0,0.0,0.0,0,5.21
Who betrayed Viego and his kingdom?,Adversarial,Vector,0,0.0,0.0,0.0,0,2.33
What weapons did Viktor use in his pursuits?,Graph,Vector,0,0.0,0.0,0.0,10,4.55
In which regions of Runeterra did Viktor primarily operate?,Graph,Vector,0,0.0,0.0,0.0,5,5.71
Who are Viktor's notable creations or close associates mentioned in his lore?,Graph,Vector,0,0.0,0.0,0.0,4,9.89
What faction did Viktor lead or belong to?,Graph,Vector,0,0.0,0.0,0.0,0,5.39
What was Viktor's main ambition or goal?,Vector,Vector,1,0.0,0.0,0.0,7,6.53
Describe Viktor's early life and the physical ailment he suffered from.,Vector,Vector,1,0.0,0.0,0.0,10,9.89
What were Viktor's early occupations or roles before his major inventions?,Vector,Vector,1,0.0,0.0,0.0,4,5.67
What is the last known status of Viktor?,Vector,Vector,1,0.0,0.0,0.0,3,6.75
How did Viktor's difficult childhood in Zaun contribute to his vision for the Glorious Evolution?,Hybrid,Vector,0,0.0,0.0,0.0,10,11.45
How did Viktor's encounter with Singed influence his technological path?,Hybrid,Vector,0,0.0,0.0,0.0,7,12.38
Did Viktor have a brother who helped him invent the Hexcore?,Adversarial,Vector,0,0.0,0.0,0.0,0,4.75
Who betrayed Viktor and stole his research?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.77
Where does Vilemaw currently reside?,Graph,Vector,0,0.0,0.0,0.0,10,3.59
Who is Elise related to?,Graph,Vector,0,0.0,0.0,0.0,0,7.7
What is Vilemaw's place of origin?,Graph,Vector,0,0.67,2.0,1.0,10,5.59
What faction does Vilemaw belong to?,Graph,Vector,0,0.33,1.0,0.5,10,2.96
What is known about Vilemaw's origin?,Vector,Vector,1,0.0,0.0,0.0,10,3.12
Describe Vilemaw's personality.,Vector,Vector,1,0.0,0.0,0.0,0,12.94
Describe Vilemaw's appearance.,Vector,Vector,1,0.0,0.0,0.0,0,3.83
What kind of creature is Vilemaw?,Vector,Vector,1,0.0,0.0,0.0,5,2.86
"Given Vilemaw's otherworldly origin and current residence in the Shadow Isles, what can be inferred about its nature?",Hybrid,Vector,0,0.0,0.0,0.0,8,14.72
What is the significance of Vilemaw's relationship with Elise within the Shadow Isles lore?,Hybrid,Vector,0,0.0,0.0,0.0,0,11.12
Is Vilemaw the brother of Elise?,Adversarial,Vector,0,0.0,0.0,0.0,10,3.95
Is Vilemaw a traitor to the Shadow Isles?,Adversarial,Vector,0,0.0,0.0,0.0,0,3.21
What is Vladimir's primary method of combat?,Graph,Vector,0,0.0,0.0,0.0,0,3.75
In which region is Vladimir currently residing?,Graph,Vector,0,0.33,1.0,0.5,6,4.92
Who is Vladimir's distant nephew mentioned in his family tree?,Graph,Vector,0,0.0,0.0,0.0,0,3.62
"Besides the Crimson Circle, what other faction does Vladimir patronize?",Graph,Vector,0,0.0,0.0,0.0,0,5.16
What drove Vladimir to accept the Darkin's offer to lead armies against his father's kingdom?,Vector,Vector,1,0.0,0.0,0.0,0,6.64
Under what circumstances did Vladimir become a hostage to a Darkin?,Vector,Vector,1,0.0,0.0,0.0,4,6.14
What is the approximate current age of Vladimir?,Vector,Vector,1,0.0,0.0,0.0,10,6.25
What was Vladimir's status in Camavor before his exile and service to the Darkin?,Vector,Vector,1,0.0,0.0,0.0,10,6.85
"Considering Vladimir's origin in Camavor and his subsequent actions against his father's kingdom, how might his past experiences have shaped his current pursuit of power within Noxus?",Hybrid,Vector,0,0.0,0.0,0.0,10,25.47
How did Vladimir's role as a royal hostage and his subsequent command of armies against his own family influence his understanding of loyalty and power?,Hybrid,Vector,0,0.0,0.0,0.0,10,15.14
Tell me about Vladimir's older brother.,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,7.25
Who is the main traitor in Vladimir's family?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,4.29
What is Vladimir's primary method of combat?,Graph,Vector,0,0.0,0.0,0.0,0,3.56
In which region is Vladimir currently residing?,Graph,Vector,0,0.33,1.0,0.5,8,4.97
Who is Vladimir's distant nephew mentioned in his family tree?,Graph,Vector,0,0.0,0.0,0.0,0,3.48
"Besides the Crimson Circle, what other faction does Vladimir patronize?",Graph,Vector,0,0.0,0.0,0.0,0,5.13
What drove Vladimir to accept the Darkin's offer to lead armies against his father's kingdom?,Vector,Vector,1,0.0,0.0,0.0,0,7.34
Under what circumstances did Vladimir become a hostage to a Darkin?,Vector,Vector,1,0.0,0.0,0.0,4,6.6
What is the approximate current age of Vladimir?,Vector,Vector,1,0.0,0.0,0.0,10,6.43
What was Vladimir's status in Camavor before his exile and service to the Darkin?,Vector,Vector,1,0.0,0.0,0.0,10,7.02
"Considering Vladimir's origin in Camavor and his subsequent actions against his father's kingdom, how might his past experiences have shaped his current pursuit of power within Noxus?",Hybrid,Vector,0,0.0,0.0,0.0,10,24.14
How did Vladimir's role as a royal hostage and his subsequent command of armies against his own family influence his understanding of loyalty and power?,Hybrid,Vector,0,0.0,0.0,0.0,10,15.21
Tell me about Vladimir's older brother.,Adversarial/Trap,Vector,0,0.0,0.0,0.0,0,7.5
Who is the main traitor in Vladimir's family?,Adversarial/Trap,Vector,0,0.0,0.0,0.0,1,4.36
Who is Volibear's brother?,Graph,Vector,0,0.0,0.0,0.0,10,7.29
List Volibear's siblings.,Graph,Vector,0,0.0,0.0,0.0,2,8.86
What region is Volibear from?,Graph,Vector,0,0.0,0.0,0.0,10,5.42
What are Volibear's weapons?,Graph,Vector,0,0.0,0.0,0.0,0,5.72
How old is Volibear?,Vector,Vector,1,0.0,0.0,0.0,10,7.29
What species is Volibear?,Vector,Vector,1,0.0,0.0,0.0,10,3.93
What is Volibear's occupation?,Vector,Vector,1,0.0,0.0,0.0,7,5.97
Where does Volibear currently reside?,Vector,Vector,1,0.0,0.0,0.0,10,5.18
"Considering Volibear's connection to Freljord, what kind of magic does he wield?",Hybrid,Vector,0,0.0,0.0,0.0,0,5.61
"Given that Ornn is Volibear's brother, what historical role might they have shared in Freljord?",Hybrid,Vector,0,0.0,0.0,0.0,0,12.7
